Country,CCode,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Italy,ITA,22.2771596,24.91865142,26.56298665,27.98518708,28.17744241,28.62240274,29.14411105,28.79874889,30.13988592,30.81350727,30.94987392,28.72585519,31.17160886,35.11701656,33.72973345
Japan,JPN,12.41956575,14.91850345,14.77446226,14.41477461,15.78415673,17.41865535,17.43675984,16.05796924,17.5914391,18.3149456,17.46352643,15.5285155,18.12547664,21.54172312,21.81054458
"Korea, Rep.",KOR,45.18535191,47.10373691,53.3377319,54.09405134,51.29207111,47.83142087,42.98956153,40.13265091,40.93420694,41.71329084,39.27586107,36.35959055,41.8772295,48.27176422,43.99566987
Lithuania,LTU,51.6425314,64.79851345,73.46921696,78.62606836,79.04193858,72.61021239,68.60438078,67.70942489,73.60634061,74.52951913,76.81872299,72.4346855,79.62993851,86.77984929,76.4728581
Luxembourg,LUX,147.925083,162.7098571,169.4891234,171.2117881,176.3833309,182.7825924,191.835449,191.0986337,192.7475035,197.5013375,206.4116498,203.1202633,213.2226787,211.2782056,212.5306183
Latvia,LVA,43.3960592,54.36545551,61.80174356,63.83151492,62.57598027,63.57210163,62.59556256,61.92841964,64.13995426,63.86981869,62.53684302,62.65924226,66.8081294,77.46946459,66.97077583
Mexico,MEX,26.51326972,29.01746012,30.44296623,31.53945039,30.75580058,31.4629922,34.16277269,36.81567725,37.51408862,39.04393044,38.5296508,39.23537209,40.56919319,42.73213389,35.98173081
Netherlands,NLD,61.60181411,69.28736497,75.17518708,79.57559037,80.37117225,81.38226154,83.99184753,80.90950116,85.17954721,87.05645945,85.32093949,81.24152595,86.4500028,96.44362158,88.53708181
Norway,NOR,39.81014972,40.15032907,41.66126617,41.28706485,39.86130953,39.72767204,38.57518873,35.93817143,36.73226499,38.22102729,36.64092532,32.21033778,43.03630192,55.46006703,47.19847849
New Zealand,NZL,28.73391077,30.27362768,30.39431066,28.85872714,28.81308608,27.97951372,27.95256013,26.63981397,27.58733369,27.88390877,27.35030566,21.72857875,22.33729873,24.39482557,24.07445739
Poland,POL,37.00405047,39.89220685,42.31819097,44.02290164,45.76728816,46.22067203,47.16163673,49.90642886,51.69252758,52.23257544,52.61289348,52.43388552,57.03797607,62.35251625,58.11359915
Portugal,PRT,27.29374272,30.02758512,34.41151309,37.72350572,39.56395033,40.18509058,40.68766641,40.35508893,42.94267865,43.67758057,43.65312594,37.25601513,41.54842718,49.4816822,47.3459047
Slovak Republic,SVK,68.09605649,77.08108209,84.63305212,90.90886267,92.87902224,90.44000899,90.69384962,92.31168701,93.95241687,94.92683265,91.84408651,84.29834345,90.7009446,98.95223634,91.9484611
Slovenia,SVN,57.96282364,64.84082812,70.78294609,73.54534803,74.95894637,76.65244781,77.66417014,78.43658667,83.88198016,85.56863705,84.35705835,78.27179999,83.97734325,93.98266032,83.2510532
Sweden,SWE,43.4583447,44.87625196,45.41335849,44.83279957,42.73549446,43.45799096,43.70851741,42.91044742,43.89423569,45.89094492,48.24121382,44.25994298,47.29964596,53.88027813,55.17159763
Turkiye,TUR,23.37019915,21.19413332,22.99370125,24.36087552,23.79300951,25.2055417,24.53127734,23.08350913,26.03942234,31.23269623,33.07421606,29.12079018,35.74369611,38.58420218,31.91583569
United States,USA,10.93221906,12.34135543,13.56346378,13.64405127,13.55349188,13.50821421,12.41114863,11.88815923,12.17748103,12.28711076,11.78919741,10.07365563,10.7909782,11.60222792,11.01151129
