Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,42.77102548,41.81661767,41.07716074,46.11215017,52.37771955,45.60771211,48.26137557,48.17027252,46.55095976,51.65053204,52.9381673,56.15783009,59.82203774,59.99993593,63.81838335,61.42265867,55.0439747,54.05133686,57.01486335,61.37018374,59.85416012,58.36048284,56.26035717,52.90499584,54.80734069,56.2641961,58.0203848,60.90235898,60.53477761,60.60693102,69.68273991,67.96488091,65.25385179,63.67904433,66.0121279,70.24622175,72.76251224,74.16664217,80.20782782,66.54232865,74.33427375,80.49415254,80.33432929,78.66220934,79.17509037,77.19094283,79.4395649,83.45967319,84.79463616,82.49805139,77.75325072,87.76069951,96.72848738,84.76361541
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.110286,9.534632137,9.959304461,11.62589881,12.24316515,14.90571057,16.19606297,19.77226627,19.07658678,21.42850573,24.46132362,27.83261413,26.80014939,25.95016696,29.49464837,33.41298203,31.0285114,34.7807829,34.54536444,37.02178868,37.32210672,43.95887164,40.08629954,31.5777227,30.93192817,36.64859962,32.61549675,30.95060709,32.08308882,24.80493838,26.53887913,30.34223077,33.50159776,32.9174161,36.07346064,36.43119751,30.01897989,31.53549502,32.50068575,31.38225836,26.74284895,28.38859183,24.04181176,22.97193331,21.38942677,20.61229121,21.716773,27.07093104,25.634639,24.77466222,28.35881188,26.36737731,26.83999991,31.62962651,33.83743382,32.03586197,31.38014027,34.27100218,34.52096387,34.05080512,24.96076295,27.13605466,29.28031052,30.15701102
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83940461,15.7899764,15.70596469,15.6690092,11.51843946,11.37662058,11.64848834,13.92730705,15.28739068,16.53239462,16.14177019,19.9310891,21.28899967,22.91953873,24.47291572,30.15111636,27.00824323,30.44326689,27.75082927,29.28244368,31.26250766,31.43511365,31.62403532,29.57414785,28.75779204,31.02608229,28.97116629,28.08112953,27.13098209,23.64589735,24.45595903,23.34868798,19.52753601,20.67354067,25.02760109,26.60691488,27.61669256,26.60388778,28.13168055,26.90081028,26.27822449,22.61408805,22.44715722,21.14780475,24.5993563,24.33032229,24.14967885,23.43117507,25.23598993,26.50701281,28.55738968,31.30175258,34.64052256,36.95886585,31.89155834,32.98153577,31.977208,32.81639457,32.51671948,31.15099722,28.96291295,29.62328514,33.09903103,35.96002561
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,9.307258373,11.69999897,10.80809699,11.65627794,14.12185539,13.3665973,12.65182215,12.59571799,11.60633145,11.66532876,12.50748406,10.72758452,13.73255915,11.85524718,10.3485456,8.100547239,17.63619316,12.38144623,15.4808518,15.79784406,17.88294732,14.11629594,15.53162433,14.71303159,13.41547204,12.83770602,11.83581054,11.69774799,12.24976334,12.7850303,13.05818553,12.22721492,12.34732859,14.10431403,13.86432091,17.34486186,16.36958007,15.80514283,16.12273217,16.62929817,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252,17.41294565,17.17998378,19.83984378,18.48329716,15.82865931,17.0612258,20.89774084,17.82580758
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,30.68861231,34.52261126,33.21648916,36.93962019,38.24615025,43.20224081,43.46992488,42.62235398,45.89608581,48.15837612,36.72786877,39.20412675,52.93824701,45.83472733,45.67256469,22.92320078,37.32373663,36.88754893,35.10385737,47.32517385,41.5268474,44.20005133,41.62230729,44.59693949,52.10725769,57.18464546,64.06958412,71.17752332,72.21108847,50.47379552,53.28247738,58.62989637,63.62504802,65.12370434,65.69756616,62.95022497,58.94458383,62.64390763,63.10043115,60.84767606,53.90000941,59.33669731,68.86305611,57.78280437
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,101.3497369,105.5436603,93.90648318,81.74673581,82.5323823,79.01140651,74.58999185,76.86510451,68.15349057,77.06728016,83.20172272,84.11065598,85.08105445,70.99843637,65.06698837,61.97907586,67.0167525,61.12734023,56.18487478,55.37490951,56.6284683,53.41550496,58.62506792,56.02851016,62.13216408,64.4194769,62.46523681,58.10552134,63.30516277,49.49813154,48.85877141,71.89320337,80.5584678,83.76293584,76.35032242,68.57187483,62.23478569,64.17530619,68.35999989,62.32311941,65.00654919,67.52509781,70.8410462,70.26768394
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,66.1430575,67.51561749,60.2035392,62.87725605,62.36943568,59.55141608,58.01592798,58.30679536,59.27091219,57.9049545,55.8032445,,57.16884389,55.95925458,55.16752594,51.21453844,51.39327296,53.38048481,54.91630213,57.81906345,42.85448079,43.069007,39.24584877,41.59738103,38.42829199,34.10252715,35.25330634,37.78675227,42.63638397,49.24143697,47.92086145,47.93558807,42.33036398,43.72231511,50.89842063,46.12393194,46.55976452,46.8380095,37.12943051,37.5237333,40.1483243,40.36414655,36.98322091,33.68992388,43.45442391,43.74706921,42.95874743
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39893826,71.46787364,83.88233728,72.79732986,98.36341183,94.17659479,63.47392439,63.96701301,59.60146733,59.98147203,59.27644123,60.03903993,53.57160257,56.45030344,59.31481092,48.73811544,51.27267378,55.8003759,55.79456742,54.18819449,56.56316058,53.17711421,52.33532578,56.32146797,56.44752763,54.47605677,47.92977312,53.91258714,61.89886531,55.84275132
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64896074,33.33333333,57.60869565,83.35025381,84.10610914,54.05302999,50.42509604,65.65629856,63.90656844,61.63177646,72.39834461,70.29732374,67.37454234,68.98547237,74.25017703,59.08654297,64.23379212,67.21082526,68.66172333,59.759183,64.54508764,79.50889355,74.30836203,61.48238713,55.71054493,57.90345901,62.69997578,66.57809131,68.93884892,65.75572247,57.92173443,65.18241284,56.97302068,66.17977856
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,44.13355051,47.41592598,43.29226172,39.8619754,43.34376735,37.95647894,36.16824446,39.67707343,43.27252533,43.20630147,38.56346523,43.20884274,39.28186715,37.25841801,39.36294186,37.11617117,37.78574367,41.61896038,42.11941904,49.23769058,53.6921591,51.24488404,49.41148114,49.77461991,44.08037977,47.25583918,47.07287182,45.34005038,51.61308873,44.12200178,44.30887323,50.32702991,52.05823819,52.71184356,51.63100666,52.50678279,49.16971699,47.897454,49.10062139,50.2658795,44.10504932,51.57918655,55.2569642,51.239671
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8000876,23.73119483,23.26975937,24.6569156,25.35550425,23.32465906,23.41985281,23.8542792,26.076114,25.81667725,22.05974404,23.51910841,25.04773901,24.6140241
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.93391382,23.33743842,25.60540642,26.34239888,23.47207179,26.68523677,26.47798742,26.01626016,24.03846154,23.25244477,24.35854991,24.40073755,24.01913876,28.31987971,26.79769666,32.21663411,29.88640313,29.64494201,30.1082418,27.39607582,22.28583755,22.95344104,29.40391993,24.03901119,25.81986742,22.84285772,25.70734513,23.99218129,23.13880498,23.15646943,23.92629045,26.96562201,29.0650961,28.3863605,27.19753876,27.18656548,27.27442079,29.35905992,32.58247806,27.28735713,27.32303005,25.2556732,27.71580529,26.36710199,26.32587557,32.09379843,32.76613416,34.26625469,37.9604649,32.90444909,34.32417011,38.38869357,37.78256454,37.138428,41.97138158,37.06454915,31.91302898,31.80050838,31.12116957,31.43004445,25.23067282,31.19605065,35.14434393,30.92599915
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98627001,11.45080061,11.29810781,10.05610079,8.695376846,7.570435932,6.673555201,6.439140886,6.100294647,5.46129138,6.958362597,7.914441164,8.385063127,9.096048892,9.161683369,9.455584961,8.905381793,9.592559686,9.408084592,11.41726822,12.45171335,14.56457435,13.38776713,12.95960101,13.13249097,11.84296594,11.66738359,11.96493627,13.7235689,11.25460447,11.90659334,12.3518925,13.23673454,14.04372668,13.67346299,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,15.84852654,18.54690039,19.18530097,15.74366717
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,8.031846121,10.96327978,8.505741173,7.572363659,6.852939394,6.558211209,5.3254849,6.392101748,8.223853105,9.205203158,,,,,,21.0919446,21.72188648,23.66262572,31.67427855,34.26017099,30.58959695,34.32291419,40.47872558,39.01083518,41.89492959,35.29212747,30.0850368,33.17021645,36.5602075,30.66472715,27.11598174,23.04830746,21.41038289,24.04730046,23.80228475,30.58348317,27.96329376,30.03158812,35.48117115,42.89548176,34.24389914,37.68317679,37.74202405,35.60355377,41.96482189,50.56361789,52.93489227,66.9542018,60.58460923,60.02817343
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,39.73435901,50.53845298,50.24947458,48.37158558,47.60686702,53.93927702,55.20233531,39.72494302,51.21180775,39.5774215,33.25461551,42.5133105,58.36573813,45.89669051,41.22481644,44.47707793,47.62266908,47.90996747,51.25345574,53.21129697,46.02508595,45.85286097,47.36308524,48.49306125,59.40871164,61.33901925,56.34486458,54.57189545,55.35525836,59.09311848,65.62362147,64.87239835,58.25691736,57.61817232,53.74491478,58.10306946,49.26191894,48.34199363,50.55000115,44.66601342,43.7647155,48.38370761,60.07237658,
Botswana,BWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.64394208,42.52550467,44.83899262,47.34535685,48.57670261,50.6097561,50.94850949,50.77349314,62.94736842,52.56525653,60.91370558,61.56387665,60.54287962,61.96518147,64.77518634,63.79211879,66.32148377,69.30966469,68.524389,65.24992517,66.44230186,71.53032832,69.27419741,62.56561807,57.96219857,51.23175935,49.12874011,48.44218821,43.9296497,46.13626671,49.79191333,46.52887119,41.57169149,39.11240781,40.35821104,43.7586738,37.12713079,47.7236766,52.55186722,43.73181291,40.09291962,38.86745733,39.67834728,37.00718468,41.38403511,35.58179851,34.83160715,42.01656201,52.06131735,52.64712677,52.49467057,54.72506986,63.76025679,64.40327817,58.2145739,59.80999367,45.85333501,39.00390889,43.22696007,46.0051637,46.37292914,46.84428779,42.06642283,36.58211125
Central African Republic,CAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.18181226,35.76158881,37.70490743,38.48580502,40.80459028,37.66937669,42.5257732,46.89823821,39.63122536,37.59845824,41.56234991,37.42346234,33.81308706,36.48688336,43.33611318,39.91997006,29.32661081,34.32490613,33.88576027,35.13293947,41.08078286,34.0597439,34.2245066,36.61626111,35.50167739,31.63597524,28.62263185,28.5502934,25.05388217,26.46316121,25.87551465,26.12265066,26.36337608,22.88906748,25.01862134,28.25494616,25.61401875,28.9342281,28.3926453,23.98869362,25.2875684,22.5732459,20.14585984,17.99522216,19.24603741,21.70818354,22.07986508,23.4655716,23.43385711,21.65259659,22.80468088,21.34779823,21.50931559,23.42633278,36.41930443,36.07748715,35.70876436,39.88377195,33.72017,34.31042,34.34854,30.93166,32.93307,29.039744
Canada,CAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,18.22754593,17.93909531,17.39988981,18.01665148,18.60259473,19.24432981,19.18485963,19.90446761,21.04177862,19.64795373,19.691279,20.63518587,21.5992834,24.09085071,23.89587041,22.58259182,23.0563312,24.31356111,25.90953386,25.8104771,25.71791572,21.42325359,21.78388668,24.54013758,25.29503407,26.07751173,24.8629722,25.31289181,25.02028801,24.92016546,24.87015032,26.53889838,29.10819678,31.60995591,32.9636938,33.16163352,36.20363989,38.0520106,38.25384431,38.55612203,36.3042633,35.64837348,32.97410942,32.86464868,32.90242569,32.64970526,32.05386458,32.62860281,29.95855751,31.04073957,31.82034685,32.24252342,31.89913623,32.64208628,34.3149411,33.86111211,33.6466507,34.27448212,33.81878946,31.68312373,31.20781146,33.71384881,33.82318975
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.28540673,36.0312686,39.21334723,39.56179032,39.70249423,43.33628475,42.99747463,42.93747603,45.56553908,49.26865027,49.94838833,54.24541943,55.60382493,55.11974606,47.42083734,53.0980109,56.97123511,58.02625322,57.9958836,58.98828392,58.42276372,58.60327234,60.16007019,60.80111792,59.293922,55.5759884,61.99035219,70.00514327,59.84602113
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,41.56687223,39.39502508,38.04115729,38.63355084,41.58079797,34.44403201,36.53763576,41.09931137,39.37743916,43.22769646,48.56312707,47.73042355,43.8257356,44.11231229,44.49253057,45.22400129,43.13241825,39.90753793,41.11749636,43.61204652,41.1506204,38.40727788,38.15042561,36.85701623,36.09076584,36.23246461,37.72469708,41.97549765,42.22093352,43.03599931,46.49913334,45.83714141,43.2222097,42.61477767,44.21710916,48.40699811,49.63596956,51.77904322,53.64868145,51.76631556,55.22749526,59.10634951,58.67648741,61.62549479,54.87615325,53.30952646,56.74819859,57.27331731,56.95031822,57.1622185,57.69042084,58.96860665,63.23393339,62.89004979
Channel Islands,CHI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83331121,15.52468101,12.79794894,14.76935969,13.22681222,12.65400231,13.40459626,12.90647044,13.09848361,14.06412698,13.96930881,12.04260232,13.16159189,15.38796715,19.30379885,26.57162139,20.30689696,22.02142537,23.65739455,25.54806916,26.44874681,26.21654346,21.25208914,21.39706073,24.46083953,24.33277328,24.73353748,25.84909388,25.98106676,29.27290095,29.2511137,26.79327708,27.29225862,27.72838389,25.75178803,26.34090127,27.97030239,28.22129391,28.6925971,26.38649595,28.58816921,30.2974557,30.22663155,30.63244506,30.20361054,31.88696223,29.84596084,31.84717282,39.51406545,29.57039617,31.81368582,34.79186253,34.31055239,33.05582436,32.63072515,30.15803099,28.13470298,27.69478213,29.64800589,29.73708681,26.85247332,32.86486375,39.47267314,29.83035747
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,3.165955702,2.812990859,2.388772367,2.387597775,2.480566916,2.72079585,2.848409598,2.634226188,2.604540567,2.171979983,2.377426952,2.237588891,2.565280809,3.79505607,5.351448142,5.112325763,4.774486194,4.607628552,8.199570865,8.713950641,11.42704687,11.34434083,8.673338938,8.403302179,9.505919118,12.37605329,11.16930207,12.37553056,15.68244977,13.26136582,10.65842194,11.46184596,14.48749678,19.35378332,17.2331524,16.32447947,15.89140213,15.03988374,14.08213315,15.36177779,18.5173266,18.21514311,20.10255352,24.82334243,28.44419008,28.37809417,28.44399391,26.7586775,25.00983936,20.4350623,23.53174494,24.17271524,22.77500014,22.14512114,21.39515505,18.11008945,17.31003496,17.94013625,18.45368057,17.48010372,16.1681565,17.35801703,17.55999902,17.57369904
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.9045205,28.10353653,25.74692896,23.51986591,24.72276998,30.12421965,28.69635519,28.79128767,27.99496361,27.06979362,29.10763118,28.42732647,29.00665084,33.23197974,38.37618374,36.58478424,36.2477536,36.33056219,37.43549421,37.66260588,41.17866036,42.28419538,39.32679298,35.72031705,31.79127049,32.39760073,30.18144875,29.62025808,27.89014302,29.05520841,27.11162094,26.98609497,28.11557841,25.90606897,29.30925615,34.44304424,24.74948551,25.8443393,26.46938005,27.15606106,27.17393307,25.64429009,24.54078679,24.51904727,27.97700744,30.94195582,30.84944683,30.93998962,30.92695223,31.26016244,33.97336549,29.43452671,35.31859892,29.1922766,25.5234588,25.35962095,22.62371591,23.16372087,23.34330879,21.99992182,20.94916333,22.81776494,28.90457677,28.05396096
Cameroon,CMR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,24.26064636,23.57723647,22.57924437,24.633204,22.8591363,24.67002097,27.15797275,26.08574991,23.99716818,22.79992343,25.54303477,27.36461919,27.80575609,28.12202863,28.24239492,27.1313909,28.41412507,28.91105566,29.3035876,30.99342605,31.57581732,22.72443642,20.62603884,15.96163399,17.76944715,17.31353104,14.63989889,18.31556992,9.768125722,15.48010049,15.0637847,20.85312013,21.81897994,20.31546883,17.80977928,23.07113151,26.31105194,25.49556436,20.80628113,21.29016872,22.75222495,22.92534012,26.23704906,29.91605169,22.59369207,24.8696951,27.29230098,26.15928888,26.03542768,27.22241378,24.5509972,21.68865277,20.84792302,21.85134941,23.5284225,18.50309438,20.22195068,21.96478924,20.60358498
"Congo, Dem. Rep.",COD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89142444,23.72624311,30.31349366,15.00000019,32.88921844,17.5419909,15.56479089,13.05425268,13.64550284,30.03091314,26.60690111,29.37042192,26.26316109,41.07014126,44.74449239,36.13309155,49.63645614,45.68252753,37.54870238,41.02008384,41.85796127,31.60686316,31.96876806,39.04085744,37.36620089,29.36749294,29.8868058,40.09548186,48.23071711,47.0152754
