Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.275,52.147,53.019,53.889,54.758,55.622,56.483,57.341,58.195,59.042,59.864,60.657,61.445,62.225,63,63.611,64.219,64.821,65.419,65.839,66.05,66.259,66.467,66.675,66.883,67.09,67.296,67.501,67.706,67.69,67.421,67.15,66.878,66.606,66.332,66.057,65.781,65.504,65.226,64.947,64.666,64.385,64.236,64.137,64.038,63.938,63.839,63.739,63.64,63.54,63.44,63.34,63.24,63.164,63.112,63.085,63.082,63.103,63.149,63.219,63.313,63.431,63.573,63.739
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.211,66.641,67.068,67.493,67.916,68.334,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.656,39.04,38.427,37.817,37.211,36.61,36.012,35.418,34.829,34.245,33.819,33.898,33.978,34.057,34.137,34.217,34.297,34.377,34.457,34.538,34.618,34.698,34.779,34.86,34.94,35.021,35.102,35.183,35.264,35.345,35.426,35.465,35.085,34.709,34.334,33.961,33.59,33.221,32.855,32.49,32.127,31.74,31.098,30.464,29.837,29.218,28.606,28.002,27.405,26.818,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.529,81.941,82.228,82.511,82.792,83.068,83.34,83.507,83.672,83.836,83.999,84.16,84.32,84.478,84.636,84.792,84.947,85.1,85.252,85.403,85.552,85.7,85.67,85.641,85.611,85.582,85.552,85.522,85.493,85.463,85.433,85.403,85.285,85.157,85.028,84.898,84.767,84.636,84.503,84.37,84.235,84.1,84.222,84.343,84.463,84.582,84.7,84.822,84.943,85.063,85.182,85.3,85.402,85.502,85.602,85.701,85.8,85.904,86.012,86.124,86.241,86.362,86.488,86.617
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.72,64.814,64.863,64.913,64.962,65.011,65.061,65.11,65.159,65.208,65.258,65.301,65.311,65.321,65.331,65.341,65.351,65.361,65.371,65.381,65.391,65.364,65.1,64.836,64.57,64.305,64.037,63.769,63.5,63.231,62.96,62.689,62.417,62.144,61.87,61.596,61.32,61.045,60.768,60.491,60.213,59.934,59.655,59.375,59.094,58.813,58.532,58.249,57.966,57.683,57.399,57.115,57.147,57.336,57.526,57.715,57.905,58.094,58.297,58.515,58.748,58.995,59.256,59.53
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.663,52.364,52.064,51.764,51.464,51.164,50.864,50.564,50.263,49.963,50.008,50.462,50.917,51.371,51.698,51.897,52.096,52.294,52.492,52.655,52.777,52.897,53.018,53.139,53.299,53.498,53.697,53.895,54.094,54.057,53.749,53.441,53.132,52.824,52.515,52.206,51.896,51.588,51.278,51.185,51.386,51.587,51.787,51.988,52.189,52.389,52.589,52.79,52.99,53.19,53.406,53.637,53.883,54.145,54.422,54.714,55.021,55.343,55.68,56.031,56.397,56.776,57.17,57.577
Burundi,BDI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2.077,2.115,2.154,2.193,2.233,2.294,2.395,2.501,2.611,2.726,2.845,2.97,3.101,3.236,3.377,3.525,3.678,3.838,4.005,4.178,4.339,4.503,4.674,4.85,5.033,5.221,5.417,5.62,5.83,6.047,6.271,6.455,6.637,6.823,7.014,7.211,7.412,7.618,7.83,8.036,8.246,8.461,8.682,8.908,9.139,9.375,9.617,9.864,10.118,10.376,10.642,10.915,11.194,11.482,11.776,12.078,12.388,12.706,13.032,13.366,13.708,14.058,14.417,14.784
Belgium,BEL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,92.46,92.554,92.679,92.835,92.988,93.137,93.284,93.428,93.569,93.707,93.843,93.976,94.106,94.233,94.358,94.48,94.6,94.806,95.005,95.196,95.381,95.535,95.637,95.737,95.835,95.93,96.023,96.115,96.204,96.292,96.377,96.461,96.542,96.622,96.7,96.777,96.851,96.924,96.996,97.065,97.129,97.186,97.241,97.296,97.35,97.403,97.454,97.505,97.555,97.603,97.651,97.698,97.744,97.789,97.833,97.876,97.919,97.961,98.001,98.041,98.079,98.117,98.153,98.189
Benin,BEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,9.275,9.856,10.47,11.118,11.801,12.519,13.275,14.069,14.903,15.776,16.691,17.647,18.648,19.689,20.775,21.904,23.079,24.293,25.552,26.676,27.339,28.01,28.692,29.384,30.086,30.796,31.517,32.246,32.985,33.73,34.485,35.247,35.827,36.136,36.447,36.758,37.071,37.385,37.699,38.015,38.333,38.65,39.036,39.536,40.039,40.543,41.049,41.558,42.069,42.58,43.093,43.608,44.125,44.642,45.166,45.695,46.229,46.768,47.312,47.861,48.415,48.972,49.534,50.1
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,4.7,4.796,4.893,4.993,5.095,5.198,5.303,5.411,5.52,5.632,5.746,5.861,5.98,6.1,6.222,6.347,6.668,7.151,7.668,8.218,8.805,9.428,10.091,10.796,11.544,12.334,12.832,13.072,13.316,13.563,13.815,14.07,14.33,14.593,14.86,15.131,15.407,15.875,16.51,17.166,17.844,18.54,19.258,19.996,20.757,21.537,22.339,22.996,23.534,24.079,24.633,25.196,25.767,26.346,26.934,27.53,28.134,28.743,29.358,29.98,30.607,31.24,31.877,32.52
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,5.135,5.278,5.498,5.727,5.964,6.211,6.467,6.733,7.009,7.296,7.593,7.901,8.221,8.553,9.034,9.836,10.701,11.63,12.629,13.701,14.851,15.801,16.212,16.631,17.06,17.496,17.941,18.395,18.859,19.33,19.811,20.257,20.61,20.966,21.328,21.693,22.064,22.438,22.818,23.202,23.59,24.096,24.756,25.429,26.114,26.809,27.517,28.237,28.968,29.709,30.462,31.225,31.993,32.762,33.535,34.308,35.083,35.858,36.632,37.405,38.177,38.946,39.711,40.473
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.1,38.782,40.494,42.23,43.987,45.755,47.233,48.499,49.768,51.034,52.3,53.36,54.419,55.471,56.519,57.562,58.526,59.428,60.326,61.216,62.1,62.603,63.104,63.603,64.099,64.59,64.999,65.346,65.692,66.035,66.377,66.717,67.056,67.33,67.557,67.782,68.007,68.231,68.454,68.677,68.899,69.166,69.524,69.879,70.233,70.584,70.932,71.278,71.622,71.963,72.302,72.638,72.975,73.313,73.651,73.99,74.329,74.669,75.008,75.347,75.686,76.025,76.363,76.701
Bahrain,BHR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.32,82.337,82.355,82.372,82.389,82.5,82.761,83.019,83.275,83.526,83.775,84.021,84.265,84.504,84.741,84.975,85.206,85.434,85.659,85.882,86.101,86.317,86.531,86.742,86.95,87.155,87.357,87.557,87.754,87.949,88.14,88.329,88.398,88.395,88.392,88.388,88.385,88.382,88.379,88.376,88.372,88.369,88.373,88.383,88.399,88.422,88.452,88.488,88.53,88.579,88.634,88.695,88.762,88.835,88.915,88.999,89.09,89.186,89.287,89.394,89.506,89.622,89.743,89.869
"Bahamas, The",BHS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.712,60.454,61.193,61.926,62.642,63.343,64.04,64.73,65.416,66.093,66.764,67.429,68.088,68.738,69.381,70.017,70.647,71.266,71.879,72.484,73.102,73.843,74.571,75.285,75.987,76.674,77.347,78.007,78.654,79.284,79.838,80.067,80.293,80.518,80.74,80.961,81.18,81.396,81.611,81.824,82.007,82.049,82.092,82.134,82.176,82.218,82.26,82.302,82.343,82.385,82.427,82.476,82.532,82.596,82.668,82.746,82.832,82.925,83.025,83.132,83.245,83.365,83.492,83.625
Bosnia and Herzegovina,BIH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.04,19.686,20.437,21.209,22.004,22.817,23.652,24.509,25.387,26.283,27.201,28.094,28.875,29.666,30.471,31.288,32.118,32.957,33.808,34.67,35.543,36.282,36.607,36.933,37.261,37.589,37.919,38.25,38.583,38.915,39.249,39.578,39.887,40.196,40.506,40.817,41.13,41.442,41.755,42.069,42.384,42.698,43.014,43.33,43.648,43.965,44.282,44.601,44.92,45.239,45.558,45.878,46.199,46.519,46.84,47.173,47.518,47.876,48.245,48.626,49.02,49.425,49.841,50.269
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.401,33.522,34.663,35.822,37,38.127,39.269,40.422,41.588,42.76,44.01,45.349,46.697,48.046,49.4,50.614,51.829,53.039,54.247,55.402,56.498,57.584,58.664,59.736,60.8,61.833,62.857,63.87,64.872,65.585,65.981,66.374,66.766,67.155,67.541,67.926,68.308,68.687,69.064,69.482,69.973,70.458,70.939,71.415,71.887,72.354,72.816,73.273,73.726,74.172,74.672,75.188,75.697,76.199,76.693,77.181,77.661,78.134,78.595,79.044,79.483,79.91,80.326,80.731
Belize,BLZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.028,53.72,53.41,53.101,52.79,52.481,52.17,51.86,51.549,51.238,50.963,50.805,50.646,50.488,50.329,50.171,50.012,49.854,49.695,49.537,49.374,49.183,48.992,48.801,48.61,48.419,48.228,48.037,47.846,47.655,47.465,47.271,47.059,46.848,46.637,46.425,46.214,46.003,45.793,45.582,45.398,45.381,45.364,45.347,45.33,45.313,45.296,45.279,45.262,45.245,45.228,45.228,45.246,45.282,45.335,45.406,45.495,45.601,45.724,45.866,46.025,46.201,46.396,46.608
Bermuda,BMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.762,37.059,37.357,37.656,37.957,38.257,38.559,38.862,39.166,39.47,39.776,40.082,40.389,40.696,41.004,41.314,41.624,42.446,43.442,44.443,45.451,46.459,47.472,48.486,49.504,50.519,51.535,52.549,53.563,54.571,55.577,56.579,57.541,58.079,58.615,59.15,59.682,60.212,60.739,61.264,61.787,62.306,62.783,63.248,63.711,64.17,64.628,65.082,65.535,65.984,66.43,66.874,67.315,67.699,68.047,68.393,68.738,69.08,69.425,69.773,70.123,70.475,70.83,71.186
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.139,47.122,48.099,49.078,50.059,51.037,52.016,52.993,53.97,54.94,55.909,56.894,57.879,58.855,59.826,60.789,61.745,62.689,63.625,64.551,65.468,66.37,67.262,68.142,69.01,69.862,70.703,71.529,72.342,73.139,73.922,74.69,75.444,76.181,76.903,77.61,78.302,79.048,79.781,80.496,81.192,81.553,81.88,82.203,82.521,82.834,83.143,83.448,83.749,84.044,84.335,84.631,84.923,85.209,85.492,85.77,86.042,86.309,86.569,86.824,87.073,87.317,87.555,87.788
Barbados,BRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.777,36.849,36.922,36.995,37.068,37.141,37.214,37.287,37.36,37.433,37.55,37.809,38.07,38.331,38.592,38.855,39.118,39.381,39.646,39.91,40.102,39.828,39.554,39.28,39.007,38.736,38.464,38.194,37.923,37.654,37.37,37.006,36.643,36.283,35.924,35.566,35.21,34.856,34.503,34.152,33.827,33.629,33.431,33.234,33.037,32.841,32.646,32.451,32.256,32.063,31.87,31.7,31.553,31.429,31.328,31.249,31.193,31.159,31.147,31.158,31.191,31.246,31.324,31.425
Brunei Darussalam,BRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.401,45.228,47.07,48.92,50.776,52.625,54.469,56.3,58.118,59.908,61.675,63.412,63.736,63.889,64.041,64.193,64.345,64.496,64.647,64.798,64.949,65.099,65.249,65.399,65.548,65.697,65.846,65.994,66.143,66.29,66.438,66.585,67.078,67.604,68.126,68.644,69.158,69.666,70.17,70.669,71.164,71.652,72.046,72.421,72.794,73.163,73.529,73.892,74.252,74.608,74.961,75.31,75.656,75.997,76.332,76.663,76.99,77.312,77.629,77.942,78.25,78.554,78.854,79.149
Bhutan,BTN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,3.596,3.792,3.999,4.217,4.446,4.687,4.94,5.207,5.487,5.781,6.089,6.413,6.754,7.11,7.484,7.876,8.288,8.717,9.168,9.639,10.132,10.646,11.184,11.745,12.332,12.941,13.577,14.24,14.929,15.645,16.388,17.161,17.962,18.791,19.649,20.537,21.456,22.401,23.377,24.383,25.418,26.48,27.57,28.688,29.835,30.965,31.712,32.469,33.236,34.01,34.793,35.585,36.371,37.149,37.918,38.678,39.428,40.167,40.895,41.612,42.316,43.008,43.686,44.35
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,3.06,3.097,3.134,3.171,3.318,3.839,4.437,5.124,5.912,6.81,7.834,8.998,9.695,10.381,11.11,11.884,12.705,13.572,14.489,15.457,16.479,17.552,19.489,21.723,24.139,26.724,29.483,32.401,35.467,38.648,41.933,45.292,46.443,47.286,48.133,48.981,49.83,50.677,51.525,52.372,53.219,54.062,54.57,55.029,55.488,55.944,56.4,57.928,59.444,60.937,62.412,63.865,64.768,65.572,66.368,67.155,67.933,68.7,69.446,70.172,70.877,71.56,72.224,72.867
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.1,20.751,21.418,22.1,22.803,23.519,24.252,25,25.815,26.645,27.492,28.356,29.238,30.133,31.045,31.971,32.575,32.897,33.221,33.546,33.874,34.202,34.532,34.864,35.198,35.532,35.868,36.206,36.545,36.744,36.825,36.906,36.987,37.068,37.149,37.231,37.312,37.394,37.475,37.557,37.639,37.72,37.802,37.884,37.966,38.069,38.193,38.339,38.506,38.694,38.904,39.135,39.388,39.663,39.959,40.277,40.618,40.98,41.364,41.77,42.198,42.648,43.12,43.614
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.061,69.668,70.494,71.307,72.107,72.892,73.642,74.155,74.662,75.161,75.654,76.09,75.971,75.851,75.731,75.611,75.503,75.543,75.583,75.623,75.663,75.712,75.874,76.035,76.195,76.354,76.502,76.522,76.542,76.562,76.582,76.62,76.887,77.152,77.414,77.675,77.951,78.34,78.724,79.103,79.478,79.81,79.888,79.967,80.045,80.122,80.213,80.396,80.578,80.758,80.937,81.096,81.137,81.178,81.218,81.259,81.3,81.35,81.411,81.482,81.562,81.653,81.752,81.862
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.50789271,45.20733807,45.86736852,46.53492089,47.20969385,47.88113003,48.50539628,49.06780646,49.63850394,50.21515291,50.78027619,51.42665617,52.14646899,52.86595833,53.58543005,54.29446618,54.99225446,55.70506773,56.43427636,57.10405793,57.70612452,58.16395386,58.55863252,58.95534489,59.35257773,59.74670786,60.1311095,60.50966732,60.89172739,61.18313929,61.39184891,61.60331237,61.69341933,61.66523865,61.6367536,61.60923061,61.58724766,61.56317794,61.53401823,61.50506979,61.47618736,61.4954533,61.55576075,61.60215569,61.64818105,61.70269222,61.76389545,61.84184543,61.92454055,61.98604688,62.02606502,62.06393449,62.0822319,62.0981553,62.11584659,62.1436813,62.18827484,62.25297418,62.33887599,62.44402526,62.56800515,62.70988716,62.8637786,63.03545324
Switzerland,CHE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.924,71.243,71.539,71.834,72.127,72.417,72.706,72.993,73.279,73.561,73.843,73.992,74.046,74.1,74.154,74.208,74.262,74.316,74.37,74.424,74.477,74.466,74.406,74.346,74.286,74.227,74.167,74.107,74.046,73.986,73.926,73.869,73.815,73.762,73.708,73.654,73.6,73.546,73.492,73.438,73.383,73.375,73.401,73.427,73.452,73.478,73.504,73.53,73.556,73.581,73.607,73.631,73.653,73.674,73.696,73.718,73.739,73.761,73.797,73.849,73.915,73.996,74.092,74.202
Channel Islands,CHI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.7,38.436,38.172,37.909,37.646,37.385,37.124,36.864,36.604,36.346,36.088,35.803,35.394,34.989,34.585,34.183,33.783,33.387,32.992,32.599,32.209,31.909,31.89,31.871,31.851,31.832,31.813,31.707,31.602,31.497,31.392,31.262,31.076,30.891,30.706,30.522,30.4,30.416,30.432,30.449,30.465,30.495,30.557,30.619,30.681,30.743,30.805,30.867,30.929,30.992,31.054,31.091,31.059,31.027,30.995,30.962,30.93,30.914,30.914,30.931,30.963,31.012,31.077,31.159
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.836,68.66,69.435,70.2,70.955,71.696,72.427,73.146,73.854,74.547,75.227,75.883,76.528,77.159,77.778,78.386,78.982,79.565,80.136,80.695,81.243,81.778,82.226,82.359,82.492,82.624,82.755,82.885,83.014,83.143,83.271,83.398,83.564,83.896,84.223,84.545,84.861,85.172,85.477,85.778,86.073,86.363,86.606,86.665,86.725,86.783,86.842,86.9,86.959,87.017,87.074,87.132,87.189,87.246,87.303,87.36,87.422,87.49,87.564,87.643,87.727,87.817,87.912,88.012
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.203,16.708,17.226,17.757,18.299,18.086,17.915,17.785,17.656,17.528,17.4,17.292,17.184,17.184,17.292,17.4,17.46,17.52,17.9,18.617,19.358,20.118,20.902,21.545,22.203,22.874,23.559,24.259,24.974,25.701,26.442,27.312,28.2,29.103,30.024,30.961,31.916,32.883,33.867,34.865,35.877,37.093,38.425,39.776,41.144,42.522,43.868,45.199,46.539,47.88,49.226,50.511,51.765,53.013,54.259,55.5,56.736,57.96,59.152,60.308,61.428,62.512,63.56,64.57
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.679,18.911,20.21,21.575,23.007,24.5,25.206,25.926,26.659,27.404,28.163,28.934,29.719,30.513,31.321,32.229,33.594,34.983,36.4,36.614,36.829,37.044,37.26,37.476,37.693,37.91,38.127,38.346,38.608,38.976,39.345,39.716,40.088,40.461,40.835,41.21,41.587,41.964,42.342,42.741,43.155,43.568,43.983,44.399,44.817,45.234,45.652,46.071,46.491,46.91,47.33,47.751,48.172,48.593,49.014,49.444,49.881,50.326,50.779,51.239,51.706,52.18,52.661,53.149
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.937,14.488,15.058,15.647,16.255,16.88,17.525,18.19,18.875,19.577,20.3,21.584,22.927,24.324,25.78,27.292,28.678,29.469,30.274,31.091,31.921,32.761,33.613,34.476,35.35,36.232,37.124,37.941,38.511,39.082,39.657,40.235,40.817,41.399,41.985,42.573,43.164,43.755,44.348,44.944,45.542,46.139,46.738,47.338,47.94,48.541,49.143,49.746,50.35,50.954,51.559,52.164,52.769,53.373,53.976,54.578,55.179,55.777,56.374,56.968,57.56,58.148,58.733,59.315
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.3,22.523,22.749,22.976,23.204,23.434,23.666,23.899,24.134,24.37,24.608,24.847,25.089,25.331,25.575,25.821,26.068,26.317,26.567,26.819,27.072,27.327,27.583,27.84,28.1,28.513,28.93,29.35,29.775,30.202,30.633,31.067,31.506,31.946,32.39,32.838,33.289,33.742,34.199,34.659,35.122,35.587,36.055,36.526,37,37.481,37.971,38.47,38.976,39.491,40.013,40.544,41.082,41.627,42.18,42.74,43.307,43.88,44.46,45.046,45.638,46.235,46.837,47.444
