Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,35.70780505,35.63843555,34.28290766,37.14824281,40.13116141,42.7951269,40.03363952,40.78529918,45.5656655,46.42059466,33.11919208,43.47826087,47.11155378,38.20675811,45.04756469,32.33953422,48.49705483,49.57618754,41.94134566,42.7497878,36.21885676,34.88131742,33.64730372,34.41694588,40.95664027,42.52956575,46.97787863,52.35503435,52.47765905,42.21885009,50.09804494,58.78820752,60.34627469,64.56497865,64.55081095,63.78641724,63.86093053,66.99052142,65.76513413,64.18228708,56.42407172,61.82065731,69.9770907,61.88531597
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,109.1487994,115.3237089,104.6399422,85.02811491,84.85605723,89.50271349,86.81220645,90.02877944,83.84622978,86.75366334,101.627082,74.75714061,74.21084388,73.76460922,71.40648253,72.10765646,77.31669799,69.54510878,56.81654418,69.36082764,79.18066703,73.61076132,72.5085663,72.063072,78.60514596,83.89404821,84.63894426,79.67952923,82.57734838,68.46559387,66.70281425,95.63634876,98.26563623,100.8267303,92.22545923,78.86809456,70.18014794,71.85140335,75.71537268,73.09442399,70.45443582,86.27421867,95.50457132,87.56420253
"Bahamas, The",BHS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,82.65077139,82.66458433,68.87172584,70.38118775,67.38170347,65.78597225,66.56855956,63.58826123,64.79079867,63.81799798,61.32277308,,53.83148269,54.16077069,50.9510922,50.24702477,51.96668823,51.02147898,49.54913969,48.03768357,36.88040478,34.65716017,36.45688956,38.04756286,34.07258864,36.17545456,35.81023417,38.2152311,38.75988695,38.30927734,40.09195411,39.49363481,34.19067999,34.95328732,37.43526853,38.12730868,40.16333519,37.92839504,36.33769995,33.21725656,32.28157918,35.83997844,35.56414314,24.24032456,29.49713693,39.42708809,39.74613802
Bosnia and Herzegovina,BIH,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44828942,20.41173902,23.61770625,27.8336349,27.30319723,27.64394678,21.88381875,22.06871965,19.12601216,20.58798523,22.5362424,24.31642289,26.2583452,27.10155544,26.84806892,25.00937879,29.69554219,32.03597181,32.35054144,33.74304682,33.98912011,35.11487563,35.90870939,40.32441117,41.98456356,40.04007111,34.18149214,42.57332144,48.30710235,44.05561715
Belarus,BLR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95842956,33.33333333,59.7826087,67.6142132,71.2696004,49.66516478,46.34980374,59.8598806,59.0511293,59.20334137,69.21082134,66.74760674,63.62751594,65.15637991,67.88633336,59.79780872,60.06131177,60.94305272,60.93775522,48.87646182,51.37288535,78.46536152,78.77690728,58.33357811,54.94111369,58.01023245,62.50934712,66.78991565,70.45454545,65.09440964,61.01214926,70.83203772,63.05118689,66.81901876
Belize,BLZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,34.56630808,32.5877442,28.54473889,29.18807458,37.42013363,29.11680508,33.50224141,37.16949906,38.21962083,35.20973315,40.8480307,35.92363088,41.005386,38.45387527,41.49941732,40.16848788,41.7229829,43.79436684,43.14147391,44.03899025,42.84836246,41.86562074,43.58655044,44.54121782,42.26005639,45.69646429,51.78644377,50.55357038,53.8271321,45.42493337,50.72463768,56.86762814,59.57368807,56.08166277,55.489302,51.57201158,47.29488439,49.79481975,51.56437371,51.85696939,37.71691509,47.73708455,53.27220993,55.29208471
Bermuda,BMU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.79499274,52.53924198,50.51254369,51.61319109,51.16124321,49.97083946,49.33005658,48.53814925,51.47915638,51.7434244,47.13613634,48.68356424,50.4634529,52.92997777
Bolivia,BOL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.20897522,16.3998358,15.14923972,16.9804742,20.3001702,21.46239554,21.25786164,22.4969373,19.78021978,20.41832669,24.59857639,21.38905962,21.11244019,27.7144666,35.29243801,25.9383183,27.67666051,26.77412861,22.59514375,24.17470347,24.52745396,23.26632609,29.06437888,28.31678675,23.65486344,19.04993347,21.32401227,19.63047537,18.76744688,22.49821611,22.77698214,21.47934686,20.04576178,19.08076519,21.66331174,22.55142162,22.58187058,21.11060289,19.69868489,16.88089935,18.27474497,19.97214923,21.63445508,25.60073445,31.13839052,35.54814293,41.77171427,41.79565675,44.90655599,35.72262483,41.18745614,44.09170185,47.16619662,44.09247953,43.29308801,30.86829603,24.48800553,24.90414436,25.98879507,24.96726229,20.27258977,27.82534591,32.61155486,25.53223982
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45080061,5.649053903,12.57012599,15.01928728,13.03797299,9.185952453,9.832072814,11.66613268,8.929609672,8.197236485,8.677636599,10.86831166,10.50327166,9.513076427,7.528875038,6.730209683,6.983649575,7.030500339,9.564898261,10.188048,12.37171067,14.23059027,15.18078371,16.54576151,15.24382927,14.3743163,13.3276751,13.53400051,10.85137113,10.86558477,11.58251268,11.87753907,11.74223065,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.45355201,19.10943037,19.630765,18.11027942
Barbados,BRB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,41.68068163,42.14696927,43.62835776,44.54331564,44.98917177,44.09674266,42.62550993,43.41576144,42.65208293,42.80837344,,,,,,37.02922371,36.02654343,39.27498484,38.26136435,36.24554491,32.2800214,36.71433987,40.00675142,38.13797422,36.8356755,40.69722807,56.97029665,57.92957198,56.6559738,58.42088831,57.76618514,58.5718065,60.16057156,56.96411408,65.9431409,59.70360508,67.40825227,69.50634273,70.159731,68.04411777,68.1771019,52.2130113,49.57777708,49.57330641,51.93323994,57.94604045,57.35611139,80.16891086,86.38935692,76.53483033
Bhutan,BTN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,14.38047734,16.24340616,14.43102098,12.74406451,13.64036393,15.81439791,18.56624113,24.55701791,29.27041176,29.23712072,27.96167193,33.45967531,33.39509944,32.85930283,30.87596291,39.40583072,37.00682235,37.30146975,34.32967935,32.65490901,28.00141116,25.24171376,22.92023196,24.35683941,29.65184016,36.4043943,51.81293031,52.35712697,46.59897731,42.46629309,39.38704528,37.92320188,35.7881098,37.43436598,34.18934137,31.53609097,27.12283395,28.44640804,29.1897192,31.45750329,28.06563551,29.19874071,25.49883997,
Botswana,BWA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.27563603,27.21632299,27.92603926,28.99444334,28.81100983,31.70731707,29.26829268,24.61384796,23.05263158,22.77227723,24.6555475,33.14977974,37.37214792,38.83151372,40.92329887,43.59413668,50.38639876,50.90072321,52.06053789,54.12301706,53.05924444,49.705064,54.56198268,62.08344675,60.81127215,66.29104882,68.33084948,75.12956509,70.52194053,59.22459785,55.05540706,53.02951416,48.1795631,47.0957972,47.82239868,50.83649784,53.82844448,60.88073855,49.2891721,55.19726829,51.83181007,48.65760824,52.15742678,48.82685783,49.61378778,52.92355354,51.78082676,56.47996293,46.94690466,35.83366186,42.14433151,44.23639792,48.11502383,61.37976175,61.28296789,53.09089734,54.61135476,42.92004249,44.22814392,37.08781766,31.29028367,41.91084364,43.54187995,32.27510138
Central African Republic,CAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.27272448,26.49006579,24.59016513,25.23659242,28.44826939,27.10026829,28.35051546,26.30272953,34.31229775,27.33466412,31.93849789,29.79923294,24.93480069,28.61804186,27.73682389,21.13034658,22.18686626,25.2043977,23.42031763,22.43256736,25.22154522,24.38344999,22.17775213,24.14899931,23.39399426,22.00851896,18.18642624,17.84414116,17.74475246,20.30388635,17.06746887,17.58667102,16.8657,17.09955455,23.39941089,22.22094496,21.47038628,26.88428026,22.65688657,19.22365028,20.37221359,17.15725384,15.96270494,18.23600384,13.99791751,13.36275333,14.31600515,14.11532742,11.0036647,9.841649902,11.62580107,13.1278201,11.550133,14.97295479,16.67578759,17.06766062,14.82187966,17.25977376,15.94003,15.75538,15.17248,13.22746,12.3005,14.44082621
Canada,CAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,17.58291908,17.57222456,17.93188975,18.98490604,18.29195737,19.06096388,19.93935994,20.82291735,20.84412087,21.84432279,20.99567959,21.21390058,22.68899885,23.99365126,21.95978411,21.68275246,22.70204764,24.53095689,26.32851352,27.50749862,26.3846584,25.19262921,24.92499691,27.93656085,27.54691247,26.98763838,26.0034196,26.05288932,25.046346,25.07429896,24.35331653,26.19913256,29.14259936,32.78158824,36.09805428,37.09843993,38.13297019,40.02917476,41.861185,44.20923582,42.03995509,40.05865859,36.8659852,37.32777131,36.85670732,35.40245922,34.22955516,34.39500555,28.51583432,29.16738193,30.67839192,30.35302552,30.33193867,31.73657587,31.84996096,31.50257241,31.45441015,32.32540373,32.35269582,29.47364723,31.21635296,33.84504756,33.36930439
Central Europe and the Baltics,CEB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.57181668,32.64067172,34.92739955,35.17208175,35.12119541,38.51355528,39.01304251,39.08763802,41.64973214,45.26947734,46.59973358,50.09650394,50.62029003,49.73431954,46.60661484,52.0924055,56.41347451,58.55890329,60.13903948,61.06685893,61.14839223,62.23465498,63.33286417,62.86607089,61.75619011,58.66739127,63.11145841,68.61234594,62.88427915
Switzerland,CHE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,41.31439078,39.24512783,38.64107909,38.99336139,41.01770453,39.6075938,42.36339503,46.21869897,44.2425389,44.54409727,46.32151828,48.24502308,44.383567,43.10068394,47.29639347,47.76846125,43.95237554,41.20233715,42.3775688,44.81487631,41.35819829,39.81663502,40.73221967,40.81411746,40.06459797,40.0197083,41.02778787,46.49448081,45.99468324,46.78101479,51.43772288,50.20269648,48.55964116,47.72071843,51.2999853,53.85417403,56.60918522,61.55281455,63.12931869,58.00966904,64.83762801,66.44992365,67.77737305,72.06821362,65.33727012,63.82895575,66.81772593,66.34849029,67.4781861,66.96539368,64.09555716,71.28755618,76.93561539,75.32686523
Channel Islands,CHI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.05618226,11.40452009,11.35121435,12.29786859,12.24914604,13.27750439,14.34024935,14.04770559,13.69900046,16.07993976,14.35580491,10.83802986,9.559749496,13.30187437,19.53277872,24.11281531,23.94163917,19.72748766,19.81899866,22.12796082,21.67128122,15.54286945,18.61312244,23.4229748,22.80096374,26.25105243,27.32017167,28.34394297,32.47347361,33.70002283,32.49457682,31.3010166,28.96179193,25.88068051,27.46324068,28.62625201,25.9504475,25.87800427,25.14358142,28.30911389,30.12375388,31.84731127,32.25722035,35.06097453,39.68574951,40.17557201,43.8656742,45.1298519,41.16256079,37.1156348,37.90399432,37.68978028,33.84559051,32.08746359,33.00390297,29.19107949,27.92315811,28.33137683,28.52904474,27.87466776,31.33039024,31.9735835,35.51510707,31.13673653
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,3.153346069,3.007809988,3.188722607,3.286257652,3.247229742,3.189561764,3.089937213,2.958067544,2.984913418,2.7782108,2.455891242,2.715831537,3.111295215,4.301387777,5.002509525,4.87951594,4.833464649,4.72805664,7.222873896,7.831833883,10.15213186,12.44214025,11.01962937,9.517800533,9.526692622,8.336801727,8.712177887,12.48213452,14.38232082,11.84432938,13.61471017,14.48787814,15.65821968,16.70229455,18.53684105,17.95255937,17.92324166,19.49320443,18.34200698,18.16258646,20.8937073,20.31206722,22.64462803,26.98087714,31.06134134,33.82992775,36.03519729,35.43494758,32.60250288,24.74991391,27.18533272,26.56818935,25.49252222,24.59925444,23.51006091,21.35407988,19.58438005,19.69227699,19.11210354,18.40999232,18.5861392,19.94397383,20.79148307,19.74307232
Cote d'Ivoire,CIV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.23954707,35.29251939,34.39262455,33.93545168,35.88603003,36.82341128,36.40699068,36.22371933,40.69987209,36.76179757,35.76932551,32.2099927,33.51212081,35.75389082,45.69688757,36.72858255,41.74147026,42.62604184,36.52120307,34.60332236,35.00162933,35.17500349,36.42322869,36.95985991,45.3119277,46.77491298,39.49590841,33.4299902,30.48812849,32.03333564,31.68987467,30.01172634,31.90948693,29.44245287,40.52740186,41.75929966,28.05480891,28.16195104,27.18445375,28.73750163,27.79005856,27.46981463,31.36116144,28.74101341,30.14128887,31.87898023,32.84093023,30.49095272,31.01366907,35.4127413,33.49957459,35.28137635,34.9824904,29.16040266,28.15695876,27.35324379,24.94186245,25.4987866,22.69419992,22.66048877,20.99346848,22.29626784,24.52664233,24.51995926
Cameroon,CMR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,23.75939244,20.99473486,20.62527266,22.12355169,23.38342862,26.20993168,23.01815778,20.39186958,20.69372592,25.43808981,22.68495913,22.64259686,25.05995286,23.65519781,21.0785468,27.88474819,21.86705334,33.21433786,30.39760328,33.4785942,33.44877106,23.2813706,16.69425643,16.03297487,20.70703664,20.1829144,19.99888046,20.54702225,16.39071724,21.48102051,21.61848797,24.26249197,26.65065533,21.979185,19.42860057,24.85681273,25.26121725,22.98615837,19.43691146,20.54757371,22.2454564,24.17909406,26.9786418,27.00836547,19.58241528,22.3688903,24.22968662,23.87672384,23.63910867,23.60997553,20.98914963,18.94997876,18.35109858,18.73625347,19.85009075,15.23573698,16.50888404,19.32181332,16.6141432
"Congo, Dem. Rep.",COD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6252903,28.48228831,30.00276309,18.75000023,29.79008829,23.63566992,11.44961203,11.98768483,15.67134281,24.00044304,22.72951351,22.94418278,21.70009853,39.07191379,39.02779926,26.81378781,41.11115415,39.51561667,30.80300902,36.44586131,36.83218885,27.7255678,23.9564422,35.25052218,32.55352826,25.8676651,28.60495153,40.38582957,45.49794997,44.2459902
